,id_x,task_id,id_y,info_0,info_1,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_5,info_6,info_7,info_8,info_9,info_10,info_11,calibration,created,fav_user_ids,id,info_CIME_coordinates,info_CIME_geolocation_string,info_bounding_box,info_country,info_country_code,info_country_or_territory,info_created_at,info_id,info_id_str,info_language_code,info_media_url,info_type,info_url,info_user_loc,n_answers,priority_0,project_id,quorum,state
73,10824,129096,129096,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Cannot tell,0,2020-08-29T08:51:08.003829,,129096,,,,-0,DOM,Dominican Republic,2020-08-20 08:30:00,1296363844906890000,1296363844906890000,en,http://pbs.twimg.com/media/Ef1eM15UwAE27t_.jpg,photo,https://t.co/r3cvwJxpJe,Vietnam,3,0,162,0,completed
74,10825,129100,129100,Yes,Yes,Yes,No,,,,,Not answered,3,Not answered,Not answered,Not answered,Cannot tell,Cannot tell,0,2020-08-29T08:51:08.245812,,129100,,,,-0,AZE,Azerbaijan,2020-08-20 08:30:00,1296363843724220000,1296363843724220000,it,http://pbs.twimg.com/media/Ef2N3V4XYAEv0qm.jpg,photo,https://t.co/p82Ti0UxZa,-0,3,0,162,0,completed
75,10826,129104,129104,Yes,Yes,Yes,Cannot tell,,,,,Not answered,5 or more,No,Yes,Street/Square,Other,Maybe,0,2020-08-29T08:51:08.481481,,129104,,,,-0,PAK,Pakistan,2020-08-20 08:30:00,1296363843380220000,1296363843380220000,en,http://pbs.twimg.com/media/Ef2Y4jnX0AA3fK-.jpg,photo,https://t.co/ItGiEPPJuK,Bahrain,3,0,162,0,completed
76,10827,129108,129108,Yes,Yes,Yes,No,,,,,Not answered,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:08.761114,,129108,,,,Armenia,ARM,Armenia,2020-08-20 04:22:49,1296301637598960000,1296301637598960000,en,http://pbs.twimg.com/media/Ef1jdnQX0AIxB7q.jpg,photo,https://t.co/nyRUW7hicu,Yerevan - Armenia,3,0,162,0,completed
78,10829,129116,129116,Yes,Yes,Yes,Yes,Cannot tell,Other,,,Cannot tell,5 or more,No,Yes,Other,Not answered,Cannot tell,0,2020-08-29T08:51:09.236413,,129116,,,,-0,PHL,Philippines,2020-08-20 08:28:56,1296363576249250000,1296363576249250000,ko,http://pbs.twimg.com/media/Ef2bzXMXoAM4ClM.jpg,photo,https://t.co/9uR2efC1RT,SEOUL,3,0,162,0,completed
79,10830,129120,129120,Yes,Cannot tell,Yes,No,,,,,Not answered,2,Yes,Not answered,Not answered,Other,Cannot tell,0,2020-08-29T08:51:09.465518,,129120,,,,-0,BRA,Brazil,2020-08-20 08:28:33,1296363481160020000,1296363481160020000,es,http://pbs.twimg.com/media/Ef2bt1MVAAEHiks.jpg,photo,https://t.co/gwOebzD2Hf,Venezuela,3,0,162,0,completed
80,10831,129124,129124,Yes,Yes,Yes,No,,,,,Not answered,2,No,Yes,Other,Other,Cannot tell,0,2020-08-29T08:51:09.691267,,129124,,,,-0,NPL,Nepal,2020-08-20 08:28:19,1296363420187530000,1296363420187530000,en,http://pbs.twimg.com/media/Ef2bpQrWsAAR4Rv.jpg,photo,https://t.co/DW1WMs9UOp,No. 14 Narku Ipan Road,3,0,162,0,completed
82,10833,129132,129132,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,4,No,Yes,Shop,Other,Yes,0,2020-08-29T08:51:10.173345,,129132,,,,-0,AUS,Australia,2020-08-20 08:28:07,1296363371235690000,1296363371235690000,en,http://pbs.twimg.com/media/Ef2bnHSUMAMPPuw.jpg,photo,https://t.co/OSi0Ytiwwu,Melbourne - Victoria,3,0,162,0,completed
83,10834,129136,129136,Yes,Yes,Yes,No,,,,,Not answered,4,Yes,Not answered,Not answered,Other,Cannot tell,0,2020-08-29T08:51:10.406343,,129136,,,,-0,AUS,Australia,2020-08-20 04:20:16,1296300995178160000,1296300995178160000,en,http://pbs.twimg.com/media/Ef1i4c8UcAAgUYl.jpg,photo,https://t.co/BhlEj4lFLB,Newcastle - AUSTRALIA,3,0,162,0,completed
84,10835,129140,129140,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Cannot tell,0,2020-08-29T08:51:10.721101,,129140,,,,-0,COL,Colombia,2020-08-20 08:27:38,1296363248162340000,1296363248162340000,es,http://pbs.twimg.com/media/Ef2anT9XoAEPoPG.jpg,photo,https://t.co/JxGHoLsejw,Málaga,3,0,162,0,completed
85,10836,128896,128896,Yes,No,Not answered,Cannot tell,,,,,Not answered,5 or more,Not answered,Not answered,Street/Square,Other,Not answered,0,2020-08-29T08:50:54.877139,,128896,,,,-0,FRA,France,2020-08-20 08:47:21,1296368210707720000,1296368210707720000,en,http://pbs.twimg.com/media/Ef2gBARXsAAm0kv.jpg,photo,https://t.co/GwtNWzYuip,-0,3,0,162,0,completed
87,10838,128928,128928,Yes,No,Not answered,Not answered,,,,,Not answered,2,Not answered,Not answered,Not answered,Socialising,Cannot tell,0,2020-08-29T08:50:56.821283,,128928,,,,-0,FRA,France,2020-08-20 08:43:29,1296367236882370000,1296367236882370000,in,http://pbs.twimg.com/media/Ef2eghBUMAE6Fqy.jpg,photo,https://t.co/QL9IECzKOo,-0,3,0,162,0,completed
88,10839,128944,128944,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:50:57.793426,,128944,,,,-0,GBR,United Kingdom,2020-08-20 08:42:24,1296366966513570000,1296366966513570000,en,http://pbs.twimg.com/tweet_video_thumb/Ef2e4UZWAAAorBt.jpg,photo,https://t.co/I0mqqtFO8y,Mid Northumberland,3,0,162,0,completed
89,10840,128986,128986,Yes,No,Not answered,Not answered,,,,,Not answered,1,Not answered,Not answered,Street/Square,Cannot tell,Maybe,0,2020-08-29T08:51:00.791683,,128986,,,,-0,NLD,Netherlands,2020-08-20 08:38:04,1296365874144740000,1296365874144740000,nl,http://pbs.twimg.com/media/Ef2d3V-XYAEaFmC.jpg,photo,https://t.co/yMW2FbDp8J,Amsterdam - The Netherlands,3,0,162,0,completed
90,10841,129005,129005,Yes,Yes,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:01.988094,,129005,,,,-0,USA,United States,2020-08-20 04:31:57,1296303935775550000,1296303935775550000,en,http://pbs.twimg.com/media/Ef1liItXoAAo-qg.jpg,photo,https://t.co/C5MldISOaT,Petworth - Washington - DC,3,0,162,0,completed
91,10842,129025,129025,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:03.399328,,129025,,,,-0,PHL,Philippines,2020-08-20 04:31:00,1296303697237100000,1296303697237100000,tl,http://pbs.twimg.com/media/Ef1g8Z5XsAUsCUR.jpg,photo,https://t.co/Qt4poVIM46,Quezon City,3,0,162,0,completed
92,10843,129041,129041,Yes,Yes,Yes,Cannot tell,Surgical,,,,Not answered,3,No,Yes,Street/Square,Cannot tell,Not answered,0,2020-08-29T08:51:04.379841,,129041,,,,-0,DEU,Germany,2020-08-20 08:32:51,1296364561268970000,1296364561268970000,tr,http://pbs.twimg.com/media/Ef2csoQWsAYpgtn.jpg,photo,https://t.co/50KjX417z9,-0,3,0,162,0,completed
93,10844,129047,129047,Yes,Yes,Yes,Cannot tell,,,,,Not answered,5 or more,Not answered,Yes,Other,Cannot tell,Yes,0,2020-08-29T08:51:04.730642,,129047,,,,-0,FRA,France,2020-08-20 08:32:26,1296364457095040000,1296364457095040000,fr,http://pbs.twimg.com/media/Ef2cigtX0AArDv-.jpg,photo,https://t.co/VLrlW3jRcT,Seine-et-Marne - Ile-de-France,3,0,162,0,completed
94,10845,129051,129051,Yes,Yes,No,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:04.965659,,129051,,,,-0,ESP,Spain,2020-08-20 08:32:07,1296364378661540000,1296364378661540000,ca,http://pbs.twimg.com/media/Ef2cgFaXkAA1KZu.jpg,photo,https://t.co/iEWTLvxzvH,Tarragona,3,0,162,0,completed
95,10846,129055,129055,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,3,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:05.193478,,129055,,,,-0,ARE,United Arab Emirates,2020-08-20 08:31:57,1296364336529760000,1296364336529760000,en,http://pbs.twimg.com/media/Ef2cIsXWsAAOsKy.jpg,photo,https://t.co/i5riTKhwOc,Somalia,3,0,162,0,completed
96,10847,129059,129059,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:05.426167,,129059,,,,-0,ESP,Spain,2020-08-20 08:31:22,1296364189599050000,1296364189599050000,es,http://pbs.twimg.com/tweet_video_thumb/Ef2cWNAXYAAGLbO.jpg,photo,https://t.co/WG4IIJtUg1,-0,3,0,162,0,completed
97,10848,129063,129063,Yes,Yes,Yes,Yes,Cloth,,,,Yes,2,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:05.660235,,129063,,,,-0,IND,India,2020-08-20 04:27:33,1296302830828100000,1296302830828100000,en,http://pbs.twimg.com/media/Ef1kjimWsAA_x8p.jpg,photo,https://t.co/rOAvZ7fBr8,Punjab - India,3,0,162,0,completed
98,10849,129067,129067,Yes,Cannot tell,Yes,No,,,,,Not answered,1,Not answered,Not answered,Not answered,Other,Not answered,0,2020-08-29T08:51:05.917029,,129067,,,,-0,CHN,China,2020-08-20 08:31:14,1296364154018660000,1296364154018660000,en,http://pbs.twimg.com/media/Ef2cTA6UEAAJk2q.jpg,photo,https://t.co/l9EAhPQMrg,-0,3,0,162,0,completed
99,10850,129071,129071,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:06.224839,,129071,,,,-0,IDN,Indonesia,2020-08-20 04:26:58,1296302684387990000,1296302684387990000,in,http://pbs.twimg.com/media/Ef1ka6cUEAEX3cj.jpg,photo,https://t.co/jdNVonz7nX,-0,3,0,162,0,completed
100,10851,129075,129075,Yes,Yes,Yes,Yes,Surgical,Cloth,Other,,Yes,5 or more,No,Yes,Other,Other,Yes,0,2020-08-29T08:51:06.465664,,129075,,,,-0,ITA,Italy,2020-08-20 04:26:07,1296302470264570000,1296302470264570000,in,http://pbs.twimg.com/media/Ef1kOdfUMAAF709.jpg,photo,https://t.co/uz9kO6Pn5A,-0,3,0,162,0,completed
101,10852,129078,129078,Yes,Yes,Yes,Some of them,Surgical,,,,Yes,5 or more,No,Yes,Outdoors,Cannot tell,Yes,0,2020-08-29T08:51:06.709033,,129078,,,,-0,KEN,Kenya,2020-08-20 08:30:32,1296363977606200000,1296363977606200000,en,http://pbs.twimg.com/media/Ef2cI_JVAAA_WgX.png,photo,https://t.co/LUALHOYMxP,Nairobi - Kenya,3,0,162,0,completed
102,10853,129081,129081,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:06.897630,,129081,,,,-0,NLD,Netherlands,2020-08-20 04:25:39,1296302351570040000,1296302351570040000,nl,http://pbs.twimg.com/media/Ef1j7PEWsAEupQ5.jpg,photo,https://t.co/Pzj55UJNOW,-0,3,0,162,0,completed
103,10854,129083,129083,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,No,Yes,Street/Square,Queuing,Yes,0,2020-08-29T08:51:07.012059,,129083,,,,-0,USA,United States,2020-08-20 04:25:33,1296302327364640000,1296302327364640000,en,http://pbs.twimg.com/media/Ef1kGNHUYAI6qtY.jpg,photo,https://t.co/RaAWtZkgW9,United Arab Emirates,3,0,162,0,completed
104,10855,129086,129086,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:07.227276,,129086,,,,-0,AUS,Australia,2020-08-20 08:30:12,1296363896505160000,1296363896505160000,en,http://pbs.twimg.com/media/Ef2cFvlVoAAzJP7.jpg,photo,https://t.co/VNjs03ftfr,Brisbane - Queensland,3,0,162,0,completed
105,10856,129089,129089,Not sure,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:07.486130,,129089,,,,-0,USA,United States,2020-08-20 04:24:50,1296302147416370000,1296302147416370000,en,http://pbs.twimg.com/media/Ef1j7XbUMAEhRPf.jpg,photo,https://t.co/lccEjhRSJw,Lexington - KY ➡️ MIssoula - MT,3,0,162,0,completed
106,10857,129091,129091,Yes,Yes,Yes,Yes,Surgical,Cloth,Surgical,,Yes,5 or more,No,Yes,Hospital,Working,Yes,0,2020-08-29T08:51:07.636747,,129091,,,,-0,IND,India,2020-08-20 04:24:27,1296302050381190000,1296302050381190000,en,http://pbs.twimg.com/media/Ef1jyIWU4AIHmKN.jpg,photo,https://t.co/ewPKSRYjZU,Sultanpur - New Delhi,3,0,162,0,completed
107,10858,129094,129094,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:07.836117,,129094,,,,-0,GBR,United Kingdom,2020-08-20 08:30:04,1296363860602110000,1296363860602110000,en,http://pbs.twimg.com/media/Ef2cD1UX0AA8hj2.jpg,photo,https://t.co/QREtOBMR2t,Gloucestershire - England - UK,3,0,162,0,completed
108,10859,129097,129097,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:08.065420,,129097,,,,-0,NZL,New Zealand,2020-08-20 04:24:02,1296301944559020000,1296301944559020000,en,http://pbs.twimg.com/media/Ef1jv9HWoAA7A3-.jpg,photo,https://t.co/SKXBLT8Saf,Porirua City - New Zealand,3,0,162,0,completed
109,10860,129099,129099,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:08.187335,,129099,,,,-0,USA,United States,2020-08-20 08:30:00,1296363843745190000,1296363843745190000,es,http://pbs.twimg.com/media/EfzAIUkX0AA2keH.jpg,photo,https://t.co/C9xIx0TLI3,Spain,3,0,162,0,completed
111,10862,129105,129105,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:08.536934,,129105,,,,-0,MEX,Mexico,2020-08-20 04:22:53,1296301654321640000,1296301654321640000,es,http://pbs.twimg.com/media/Ef1jfE3XYAYdrjA.jpg,photo,https://t.co/b2VbHh1Yc5,Santiago - Chile,3,0,162,0,completed
112,10863,129107,129107,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:08.705150,,129107,,,,-0,CAN,Canada,2020-08-20 04:22:52,1296301651683430000,1296301651683430000,en,http://pbs.twimg.com/media/Ef1jeq1XYAE4S8m.jpg,photo,https://t.co/VHJKAhcbf5,Toronto - Ontario,3,0,162,0,completed
113,10864,129110,129110,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,5 or more,No,Yes,Outdoors,Protesting,Yes,0,2020-08-29T08:51:08.873521,,129110,,,,-0,USA,United States,2020-08-20 04:22:42,1296301609862010000,1296301609862010000,en,http://pbs.twimg.com/media/Ef1jcdVXoAAuxlZ.jpg,photo,https://t.co/9lHxWNt1pv,Wisconsin - USA,3,0,162,0,completed
114,10865,129113,129113,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:09.061818,,129113,,,,-0,JPN,Japan,2020-08-20 04:22:14,1296301492312260000,1296301492312260000,ja,http://pbs.twimg.com/media/Ef1jVkoUMAIXLoe.jpg,photo,https://t.co/0voRewGdEr,東京都千代田区,3,0,162,0,completed
116,10867,129115,129115,Yes,Yes,Yes,No,,,,,Not answered,2,Yes,Yes,Other,Other,Not answered,0,2020-08-29T08:51:09.175294,,129115,,,,-0,PHL,Philippines,2020-08-20 08:28:57,1296363579579430000,1296363579579430000,fa,http://pbs.twimg.com/media/Ef2bvVFXoAUELSl.jpg,photo,https://t.co/p9uiJMUbji,Afghanistan,3,0,162,0,completed
117,10868,129119,129119,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:09.409298,,129119,,,,-0,USA,United States,2020-08-20 08:28:39,1296363505751400000,1296363505751400000,en,http://pbs.twimg.com/media/Ef2bvROXYAAJprE.jpg,photo,https://t.co/GgQOHH24pv,Melbourne AU,3,0,162,0,completed
118,10869,128936,128936,Yes,Yes,Yes,Some of them,Cloth,,,,Yes,5 or more,Cannot tell,Yes,Other,Other,Maybe,0,2020-08-29T08:50:57.323733,,128936,,,,-0,IDN,Indonesia,2020-08-20 08:43:03,1296367128807740000,1296367128807740000,in,http://pbs.twimg.com/media/Ef2fCKkU4AcJMEN.jpg,photo,https://t.co/tWLoOvZFD7,Blora - Indonesia,3,0,162,0,completed
119,10870,129122,129122,Yes,Yes,No,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:09.579374,,129122,,,,-0,USA,United States,2020-08-20 04:21:11,1296301228553430000,1296301228553430000,en,http://pbs.twimg.com/media/Ef1jFypU4AUeZBF.jpg,photo,https://t.co/ROkugwpWlC,Philadelphia - PA,3,0,162,0,completed
120,10871,129126,129126,Yes,Yes,Yes,Cannot tell,,,,,Not answered,5 or more,Yes,Not answered,Not answered,Other,Yes,0,2020-08-29T08:51:09.811171,,129126,,,,-0,USA,United States,2020-08-20 04:21:02,1296301190750200000,1296301190750200000,en,http://pbs.twimg.com/media/Ef1i-9YU8AAw9JB.jpg,photo,https://t.co/eG2ocYUzHs,Kapoho HI,3,0,162,0,completed
121,10872,129129,129129,Yes,Yes,Yes,Some of them,Surgical,,,,Only some of them,5 or more,Not answered,Yes,Shop,Other,Not answered,0,2020-08-29T08:51:09.992673,,129129,,,,-0,PRT,Portugal,2020-08-20 08:28:14,1296363402009420000,1296363402009420000,es,http://pbs.twimg.com/media/Ef2bnIYXsAE4sk9.jpg,photo,https://t.co/ariuX7H7dk,Comunidad Foral de Navarra,3,0,162,0,completed
122,10873,129131,129131,Yes,Yes,Yes,Yes,Surgical,,,,Only some of them,3,Yes,Not answered,Not answered,Other,Yes,0,2020-08-29T08:51:10.116585,,129131,,,,-0,ITA,Italy,2020-08-20 08:28:08,1296363376101260000,1296363376101260000,it,http://pbs.twimg.com/media/Ef2bnv6XsAY-PxB.jpg,photo,https://t.co/OPr2RoYXTD,Roma,3,0,162,0,completed
123,10874,129134,129134,Yes,Yes,Yes,Yes,Surgical,FP2,,,Yes,3,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:10.287860,,129134,,,,-0,USA,United States,2020-08-20 08:27:57,1296363327950530000,1296363327950530000,en,http://pbs.twimg.com/media/Ef2bj7ZU8AEatNh.jpg,photo,https://t.co/mjAdQdbCVb,New Delhi,3,0,162,0,completed
124,10875,129137,129137,Yes,Yes,Yes,Yes,Other,Surgical,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:10.463382,,129137,,,,-0,ITA,Italy,2020-08-20 08:27:48,1296363290508040000,1296363290508040000,it,http://pbs.twimg.com/media/Ef2biyPWoAARcw9.jpg,photo,https://t.co/bXJ7i11izH,-0,3,0,162,0,completed
125,10876,129139,129139,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:10.574904,,129139,,,,-0,COD,Congo - The Democratic Republic of the,2020-08-20 04:20:10,1296300972235530000,1296300972235530000,en,http://pbs.twimg.com/media/Ef1i3AtXoAAyqC4.jpg,photo,https://t.co/Rbo3GzsWd6,Kenya,3,0,162,0,completed
126,10877,129142,129142,Yes,Yes,Yes,Yes,Surgical,Surgical,Cloth,,Yes,5 or more,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:10.836586,,129142,,,,-0,AUT,Austria,2020-08-20 08:27:24,1296363188607490000,1296363188607490000,en,http://pbs.twimg.com/media/Ef2ap4UWsAAxm0c.jpg,photo,https://t.co/P0CzLq18bu,Vienna - Austria,3,0,162,0,completed
127,10878,129144,129144,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:10.948804,,129144,,,,-0,AUS,Australia,2020-08-20 08:27:20,1296363171721050000,1296363171721050000,en,http://pbs.twimg.com/media/Ef2bbMcVoAETY3q.jpg,photo,https://t.co/BUCC1ZsXNc,Australia,3,0,162,0,completed
128,10879,129146,129146,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:11.082746,,129146,,,,-0,AUS,Australia,2020-08-20 04:19:40,1296300844359400000,1296300844359400000,en,http://pbs.twimg.com/media/Ef1ivQVUYAIYCe7.jpg,photo,https://t.co/C2mhcskoQZ,Adelaide - Australia,3,0,162,0,completed
129,10880,129148,129148,Yes,Yes,Yes,Yes,Surgical,FP2,,,Yes,5 or more,Cannot tell,Not answered,Not answered,Other,Not answered,0,2020-08-29T08:51:11.229732,,129148,,,,-0,MAR,Morocco,2020-08-20 08:26:49,1296363044784800000,1296363044784800000,fr,http://pbs.twimg.com/media/Ef2bTY_XYAAOWe9.jpg,photo,https://t.co/E2gC5pirNc,Marrakech - Tensift - Al Haouz - Royaume du Maroc,3,0,162,0,completed
130,10881,129150,129150,Yes,Yes,Yes,Yes,Surgical,FP2,,,Yes,5 or more,Yes,Yes,Shop,Other,Yes,0,2020-08-29T08:51:11.356353,,129150,,,,-0,HND,Honduras,2020-08-20 04:19:02,1296300685168970000,1296300685168970000,es,http://pbs.twimg.com/media/Ef1ilNyXYAAf_LJ.jpg,photo,https://t.co/2qfTElcjjs,-0,3,0,162,0,completed
131,10882,129152,129152,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,3,Yes,Not answered,Not answered,Other,Yes,0,2020-08-29T08:51:11.479344,,129152,,,,-0,IDN,Indonesia,2020-08-20 04:18:59,1296300674699860000,1296300674699860000,in,http://pbs.twimg.com/media/Ef1ilkhVAAAOxpG.jpg,photo,https://t.co/CfahX90SCC,-0,3,0,162,0,completed
132,10883,129154,129154,Yes,Yes,Yes,Not answered,Surgical,,,,Yes,5 or more,No,Yes,Street/Square,Other,Cannot tell,0,2020-08-29T08:51:11.604256,,129154,,,,-0,JPN,Japan,2020-08-20 04:18:40,1296300595100310000,1296300595100310000,in,http://pbs.twimg.com/media/Ef1icheXYAA87fF.jpg,photo,https://t.co/hQoK5J0fDf,-0,3,0,162,0,completed
133,10884,129156,129156,Yes,Yes,Yes,Yes,Surgical,Cloth,Surgical,,Yes,5 or more,No,Yes,Other,Other,Yes,0,2020-08-29T08:51:11.738494,,129156,,,,-0,IDN,Indonesia,2020-08-20 04:18:31,1296300555162100000,1296300555162100000,in,http://pbs.twimg.com/media/Ef1ievvVoAEARqI.jpg,photo,https://t.co/ofqArgZevY,Indonesia,3,0,162,0,completed
134,10885,129158,129158,Yes,Yes,Yes,Yes,Surgical,,,,Yes,5 or more,No,Yes,Outdoors,Other,Yes,0,2020-08-29T08:51:11.862434,,129158,,,,-0,CUB,Cuba,2020-08-20 04:18:15,1296300489307560000,1296300489307560000,es,http://pbs.twimg.com/media/Ef1ibKuWAAIK8a0.jpg,photo,https://t.co/z7n8l6tUQo,-0,3,0,162,0,completed
135,10886,129160,129160,Yes,Yes,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:12.037124,,129160,,,,-0,GBR,United Kingdom,2020-08-20 08:25:04,1296362602868680000,1296362602868680000,en,http://pbs.twimg.com/media/Ef2a6osWoAA6hmM.jpg,photo,https://t.co/fqcszX1Oix,1 Tramway Terrace Douglas Cork,3,0,162,0,completed
136,10887,129162,129162,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Other,Not answered,0,2020-08-29T08:51:12.205793,,129162,,,,-0,VEN,Venezuela - Bolivarian Republic of,2020-08-20 08:25:02,1296362595444830000,1296362595444830000,es,http://pbs.twimg.com/media/EfzkQ23XkAMxprh.jpg,photo,https://t.co/a8LBDlrNon,Caracas - Venezuela,3,0,162,0,completed
137,10888,129164,129164,No,Not answered,Not answered,Cannot tell,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Maybe,0,2020-08-29T08:51:12.364224,,129164,,,,-0,PRT,Portugal,2020-08-20 08:25:00,1296362585231560000,1296362585231560000,es,http://pbs.twimg.com/media/Ef2LAUGXoAI5E4x.jpg,photo,https://t.co/u26cx5s4di,-0,3,0,162,0,completed
139,10890,129168,129168,Yes,Yes,Yes,Not answered,Cannot tell,,,,Cannot tell,5 or more,Cannot tell,Not answered,Not answered,Other,Cannot tell,0,2020-08-29T08:51:12.686074,,129168,,,,-0,NGA,Nigeria,2020-08-20 08:24:35,1296362482206940000,1296362482206940000,en,http://pbs.twimg.com/media/Ef2azt4XsAEsfLx.jpg,photo,https://t.co/f2BGbUbcno,Abuja - Nigeria,3,0,162,0,completed
142,10893,129174,129174,Yes,Yes,Yes,Yes,Surgical,,,,No,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:13.125550,,129174,,,,-0,ITA,Italy,2020-08-20 08:24:00,1296362335226000000,1296362335226000000,it,http://pbs.twimg.com/media/Ef2aq2zXkAgjwpO.jpg,photo,https://t.co/88FbfUjx6d,Priverno (Latina),3,0,162,0,completed
