,id_x,task_id,id_y,info_0,info_1,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_5,info_6,info_7,info_8,info_9,info_10,info_11,calibration,created,fav_user_ids,id,info_CIME_coordinates,info_CIME_geolocation_string,info_bounding_box,info_country,info_country_code,info_country_or_territory,info_created_at,info_id,info_id_str,info_language_code,info_media_url,info_type,info_url,info_user_loc,n_answers,priority_0,project_id,quorum,state
1272,12029,130232,130232,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:20.561989,,130232,,,,-0,IDN,Indonesia,2020-08-20 06:42:39,1296336827985440000,1296336827985440000,in,http://pbs.twimg.com/media/Ef2DeaPUwAE1zM4.jpg,photo,https://t.co/ci46ciTkK4,Indonesia,3,0,162,0,completed
1273,12030,130236,130236,Yes,Yes,Yes,Cannot tell,,,,,Not answered,5 or more,Yes,Yes,Street/Square,Queuing,Not answered,0,2020-08-29T08:52:20.822980,,130236,,,,-0,USA,United States,2020-08-20 06:42:32,1296336801305520000,1296336801305520000,nl,http://pbs.twimg.com/media/Ef2Dc3oUMAIxojP.jpg,photo,https://t.co/YcuAwkmW0w,Amsterdam,3,0,162,0,completed
1274,12031,130240,130240,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:21.066422,,130240,,,,-0,USA,United States,2020-08-20 02:22:00,1296271233982530000,1296271233982530000,en,http://pbs.twimg.com/media/Ef1H0MtXgAANQdL.jpg,photo,https://t.co/JjdvpjDh0X,-0,3,0,162,0,completed
1275,12032,130244,130244,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Hospital,Other,Yes,0,2020-08-29T08:52:21.316316,,130244,,,,-0,GBR,United Kingdom,2020-08-20 06:41:31,1296336544127650000,1296336544127650000,en,http://pbs.twimg.com/media/Ef2DN4BXYAAIdi5.jpg,photo,https://t.co/dcbVUm8JZX,Birmingham,3,0,162,0,completed
1276,12033,130032,130032,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:07.867618,,130032,,,,-0,MEX,Mexico,2020-08-20 02:41:32,1296276150671380000,1296276150671380000,es,http://pbs.twimg.com/media/Ef1MSh5U0AAEsy9.png,photo,https://t.co/PjuzzR3frS,Mérida - Yucatán,3,0,162,0,completed
1277,12034,130160,130160,Yes,Yes,Yes,No,,,,,Not answered,2,Not answered,Yes,Other,Other,Yes,0,2020-08-29T08:52:15.846982,,130160,,,,-0,MEX,Mexico,2020-08-20 02:29:08,1296273029547290000,1296273029547290000,es,http://pbs.twimg.com/media/Ef1JcwUXsAcX76U.jpg,photo,https://t.co/dJlN7TXxfg,Reynosa -Tamaulipas; México,3,0,162,0,completed
1278,12035,130201,130201,Yes,Yes,Yes,Some of them,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Shop,Other,Yes,0,2020-08-29T08:52:18.452167,,130201,,,,-0,IDN,Indonesia,2020-08-20 02:25:13,1296272042187030000,1296272042187030000,in,http://pbs.twimg.com/media/Ef1IjGQVoAAQEVu.jpg,photo,https://t.co/A5V5YFkFJf,-0,3,0,162,0,completed
1279,12036,130210,130210,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:19.029126,,130210,,,,-0,USA,United States,2020-08-20 02:24:16,1296271804215040000,1296271804215040000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1IVTAUEAARSC2.jpg,photo,https://t.co/ssy8yPcnOF,Boise - ID,3,0,162,0,completed
1280,12037,130218,130218,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:19.543723,,130218,,,,-0,AUS,Australia,2020-08-20 06:44:12,1296337219477810000,1296337219477810000,en,http://pbs.twimg.com/media/Ef2D1NvXkAoNB_v.png,photo,https://t.co/Rqj7CjAwV4,Sydney - New South Wales,3,0,162,0,completed
1281,12038,130226,130226,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Other,Other,Not answered,0,2020-08-29T08:52:20.158790,,130226,,,,-0,BRA,Brazil,2020-08-20 02:23:02,1296271494465470000,1296271494465470000,es,http://pbs.twimg.com/media/Ef1IDaDUEAEuJIS.jpg,photo,https://t.co/WDM8EIHADu,Venezuela,3,0,162,0,completed
1282,12039,130234,130234,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,5 or more,No,Yes,Hospital,Cannot tell,Yes,0,2020-08-29T08:52:20.679629,,130234,,,,-0,IDN,Indonesia,2020-08-20 06:42:33,1296336803943730000,1296336803943730000,in,http://pbs.twimg.com/media/Ef2DdBbU8AAh3My.jpg,photo,https://t.co/X1Ob2BuKqn,Indonesia,3,0,162,0,completed
1284,12041,130248,130248,Yes,Yes,Yes,Yes,Surgical,FP2,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:21.563811,,130248,,,,-0,USA,United States,2020-08-20 02:21:12,1296271032794450000,1296271032794450000,es,http://pbs.twimg.com/media/Ef1Hn_mWAAEa3nW.jpg,photo,https://t.co/6nf0uwD4hN,Santo Domingo - RD 809-621-4390,3,0,162,0,completed
1285,12042,130252,130252,Yes,Yes,Yes,Some of them,Surgical,,,,Yes,3,No,Yes,Other,Other,Yes,0,2020-08-29T08:52:21.824412,,130252,,,,-0,ESP,Spain,2020-08-20 06:41:00,1296336412627800000,1296336412627800000,es,http://pbs.twimg.com/media/EfyZvHhWkAI14Ej.jpg,photo,https://t.co/yeIxA2pkf5,Madrid,3,0,162,0,completed
1286,12043,130256,130256,Yes,Yes,Yes,Yes,Surgical,Other,FP2,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:22.089692,,130256,,,,-0,SWE,Sweden,2020-08-20 06:40:37,1296336318352570000,1296336318352570000,es,http://pbs.twimg.com/media/Ef2DAswXYAEWmHH.jpg,photo,https://t.co/AICGSbavFs,-0,3,0,162,0,completed
1287,12044,130260,130260,No,Not answered,Not answered,Not answered,Cloth,Surgical,,,Not answered,Not answered,Not answered,Not answered,Not answered,Other,Not answered,0,2020-08-29T08:52:22.373693,,130260,,,,-0,USA,United States,2020-08-20 02:20:16,1296270796621530000,1296270796621530000,en,http://pbs.twimg.com/media/Ef1Ha5oXYAEirAR.jpg,photo,https://t.co/2uYc1lCw94,Houston - TX,3,0,162,0,completed
1288,12045,130264,130264,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:22.613982,,130264,,,,-0,CAN,Canada,2020-08-20 06:40:03,1296336173447690000,1296336173447690000,en,http://pbs.twimg.com/media/Ef2C4T_X0AAoM9j.jpg,photo,https://t.co/qof6ieohGa,Watford,3,0,162,0,completed
1289,12046,130268,130268,Yes,Yes,Yes,Not answered,Surgical,Other,Cannot tell,,Cannot tell,5 or more,Cannot tell,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:22.852082,,130268,,,,-0,ESP,Spain,2020-08-20 06:39:38,1296336071408710000,1296336071408710000,ca,http://pbs.twimg.com/media/Ef2CyW2WsAA5gJd.jpg,photo,https://t.co/aRfG0G4WJG,Baix Llobregat - Catalunya,3,0,162,0,completed
1290,12047,130272,130272,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:23.152080,,130272,,,,-0,COL,Colombia,2020-08-20 02:19:27,1296270591918470000,1296270591918470000,es,http://pbs.twimg.com/media/Ef1HG7JXYAApfdu.jpg,photo,https://t.co/x2sHzxnPQi,Colombia,3,0,162,0,completed
1291,12048,130276,130276,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:23.428806,,130276,,,,Canada,CAN,Canada,2020-08-20 02:19:06,1296270504676850000,1296270504676850000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1HJo6VoAEGla4.jpg,photo,https://t.co/ETq1ZImLUO,Calgary - Canada,3,0,162,0,completed
1292,12049,130096,130096,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:11.786205,,130096,,,,-0,USA,United States,2020-08-20 02:34:30,1296274378204860000,1296274378204860000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1KrG6WsAAURfI.jpg,photo,https://t.co/WeehTgLOuk,Silver Spring - MD,3,0,162,0,completed
1293,12050,130206,130206,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:18.767941,,130206,,,,-0,IDN,Indonesia,2020-08-20 02:24:41,1296271909479280000,1296271909479280000,in,http://pbs.twimg.com/media/Ef1IbnCUwAEC5HI.jpg,photo,https://t.co/wbSyGUzlpo,-0,3,0,162,0,completed
1294,12051,130222,130222,Yes,Yes,Yes,No,,,,,Not answered,1,Not answered,Yes,Other,Other,Yes,0,2020-08-29T08:52:19.848104,,130222,,,,-0,CAN,Canada,2020-08-20 06:43:51,1296337130088790000,1296337130088790000,en,http://pbs.twimg.com/media/Ef2Due4WsAAbKJC.jpg,photo,https://t.co/qX2uScrkL4,Montreal - Canada,3,0,162,0,completed
1295,12052,130238,130238,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:20.939317,,130238,,,,-0,CHL,Chile,2020-08-20 02:22:09,1296271271219680000,1296271271219680000,es,http://pbs.twimg.com/media/Ef1HlS9WkAE5Hbp.jpg,photo,https://t.co/4YWv0hyIiV,Santiago de Chile,3,0,162,0,completed
1296,12053,130250,130250,Yes,Yes,Yes,Yes,Surgical,Other,Other,,Yes,3,Yes,Yes,Cannot tell,Other,Maybe,0,2020-08-29T08:52:21.688079,,130250,,,,-0,ITA,Italy,2020-08-20 06:41:07,1296336443862920000,1296336443862920000,es,http://pbs.twimg.com/media/Ef2DIDNXgAAUzfF.jpg,photo,https://t.co/jTgYVfW2su,-0,3,0,162,0,completed
1297,12054,130258,130258,Yes,Yes,Yes,Not answered,Other,,,,Not answered,5 or more,Not answered,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:22.235924,,130258,,,,-0,ITA,Italy,2020-08-20 06:40:30,1296336286987490000,1296336286987490000,it,http://pbs.twimg.com/media/Ef2C-4PWoAUc6GP.jpg,photo,https://t.co/AqJfYpPUdu,Sicilia / Calabria,3,0,162,0,completed
1298,12055,130266,130266,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Hospital,Other,Yes,0,2020-08-29T08:52:22.738230,,130266,,,,-0,ARG,Argentina,2020-08-20 02:20:00,1296270730036820000,1296270730036820000,es,http://pbs.twimg.com/media/Ef00nzfWkAAg96X.jpg,photo,https://t.co/lbK118LVCU,Salta - Argentina,3,0,162,0,completed
1299,12056,130274,130274,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:23.304357,,130274,,,,-0,DEU,Germany,2020-08-20 02:19:13,1296270535551160000,1296270535551160000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1HLBTUYAAzGO_.jpg,photo,https://t.co/8JEUwoAVej,San Diego - CA,3,0,162,0,completed
1300,12057,130280,130280,Yes,Yes,Yes,Yes,Cloth,FP3,,,Yes,4,Yes,Yes,Other,Working,Yes,0,2020-08-29T08:52:23.741359,,130280,,,,-0,USA,United States,2020-08-20 06:38:53,1296335880156720000,1296335880156720000,en,http://pbs.twimg.com/media/Ef2CnGHVAAAzg1q.jpg,photo,https://t.co/78pvy7GfIW,Washington - USA,3,0,162,0,completed
1301,12058,130284,130284,Yes,Yes,Yes,Yes,Surgical,,,,Yes,1,Not answered,Yes,Park,Exercising,Yes,0,2020-08-29T08:52:24.009791,,130284,,,,Chile,CHL,Chile,2020-08-20 02:18:42,1296270404462540000,1296270404462540000,es,http://pbs.twimg.com/media/Ef1HEA-WoAQJqQo.jpg,photo,https://t.co/bnunBI3Srd,Antofagasta - Chile,3,0,162,0,completed
1302,12059,130288,130288,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:24.250964,,130288,,,,-0,JPN,Japan,2020-08-20 06:38:23,1296335754423970000,1296335754423970000,en,http://pbs.twimg.com/media/Ef1_2VeUwAAA8if.jpg,photo,https://t.co/QtN0tFndF4,Tokyo,3,0,162,0,completed
1304,12063,130294,130294,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:24.664483,,130294,,,,-0,PAK,Pakistan,2020-08-20 06:37:51,1296335619661000000,1296335619661000000,en,http://pbs.twimg.com/media/Ef2CVorU4AMxY0O.jpg,photo,https://t.co/pwf2ZcWx6V,Colombo - Sri Lanka,3,0,162,0,completed
1305,12064,130193,130193,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Other,Other,Not answered,0,2020-08-29T08:52:17.959191,,130193,,,,-0,MEX,Mexico,2020-08-20 02:25:38,1296272150534470000,1296272150534470000,es,http://pbs.twimg.com/media/Ef1IprvXgAA5qLU.jpg,photo,https://t.co/mK6PVqxh3B,Oaxaca - México,3,0,162,0,completed
1306,12065,130230,130230,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,2,Yes,Yes,Hospital,Other,Yes,0,2020-08-29T08:52:20.410654,,130230,,,,-0,IND,India,2020-08-20 06:42:54,1296336893601290000,1296336893601290000,en,http://pbs.twimg.com/media/Ef2DUpeXYAIrKLs.jpg,photo,https://t.co/jg5F2vf2qc,Kenya - Global Headquarters,3,0,162,0,completed
1307,12066,130254,130254,Yes,Yes,Yes,Yes,Other,Cloth,Surgical,,Yes,5 or more,Not answered,Yes,Other,Other,Not answered,0,2020-08-29T08:52:21.943407,,130254,,,,-0,USA,United States,2020-08-20 06:40:48,1296336362430500000,1296336362430500000,en,http://pbs.twimg.com/media/Ef2DDSNWkAAPda-.jpg,photo,https://t.co/II0R6dBdQG,United Kingdom,3,0,162,0,completed
1309,12068,130282,130282,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Street/Square,Not answered,Not answered,0,2020-08-29T08:52:23.879905,,130282,,,,-0,CHL,Chile,2020-08-20 02:18:54,1296270454584480000,1296270454584480000,es,http://pbs.twimg.com/media/Ef1HGsgXkAEfiea.jpg,photo,https://t.co/3w4oZBIKnK,Ñuñoa - Chile,3,0,162,0,completed
1310,12069,130290,130290,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:24.384772,,130290,,,,-0,IDN,Indonesia,2020-08-20 02:18:13,1296270281632130000,1296270281632130000,in,http://pbs.twimg.com/media/Ef1G8nyUMAEJHGt.jpg,photo,https://t.co/0qyr443NHu,Purworejo - Indonesia,3,0,162,0,completed
1311,12070,130293,130293,Yes,Yes,Yes,Yes,Surgical,,,,Yes,4,Not answered,Yes,Cannot tell,Cannot tell,Yes,0,2020-08-29T08:52:24.598826,,130293,,,,-0,ARG,Argentina,2020-08-20 02:18:04,1296270243619210000,1296270243619210000,es,http://pbs.twimg.com/media/Ef1G6s-UEAAtpBa.jpg,photo,https://t.co/bgdJuJhkrS,Argentina,3,0,162,0,completed
1312,12071,130296,130296,No,Not answered,Not answered,Not answered,Surgical,Cloth,,,Not answered,Not answered,Not answered,Not answered,Other,Other,Not answered,0,2020-08-29T08:52:24.779711,,130296,,,,-0,USA,United States,2020-08-20 02:17:47,1296270172316140000,1296270172316140000,en,http://pbs.twimg.com/media/Ef1G2d4X0AIKW_A.jpg,photo,https://t.co/I2DeIdGAWa,-0,3,0,162,0,completed
1313,12072,130298,130298,Yes,Cannot tell,Yes,No,,,,,Not answered,3,Not answered,Yes,Park,Exercising,Maybe,0,2020-08-29T08:52:24.916417,,130298,,,,-0,USA,United States,2020-08-20 02:17:26,1296270083879140000,1296270083879140000,en,http://pbs.twimg.com/media/Ef1GvXaVoAAkI1R.jpg,photo,https://t.co/px6jyO6uWV,-0,3,0,162,0,completed
1314,12073,130214,130214,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:19.290030,,130214,,,,-0,DEU,Germany,2020-08-20 06:45:00,1296337419365530000,1296337419365530000,de,http://pbs.twimg.com/media/EfxsghHXsAETdGP.jpg,photo,https://t.co/7NQatvVgKC,Mannheim - Baden-Württemberg,3,0,162,0,completed
1315,12074,130262,130262,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:22.492378,,130262,,,,-0,PRT,Portugal,2020-08-20 06:40:09,1296336201662820000,1296336201662820000,pt,http://pbs.twimg.com/media/Ef2C5qOXkAANy4E.jpg,photo,https://t.co/yUxUC1jOc8,Portugal,3,0,162,0,completed
1316,12075,130286,130286,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,3,Yes,Not answered,Not answered,Other,Yes,0,2020-08-29T08:52:24.132453,,130286,,,,-0,IND,India,2020-08-20 06:38:31,1296335786896310000,1296335786896310000,en,http://pbs.twimg.com/media/Ef2BHhZUMAEI3Ax.jpg,photo,https://t.co/wh2bs1eLUC,New Delhi - India,3,0,162,0,completed
1317,12076,130295,130295,Yes,Yes,Yes,Some of them,Surgical,,,,Yes,5 or more,No,Yes,Other,Other,Yes,0,2020-08-29T08:52:24.722888,,130295,,,,-0,MEX,Mexico,2020-08-20 06:37:48,1296335607699050000,1296335607699050000,es,http://pbs.twimg.com/media/Ef2CXX-XYAEPKjv.jpg,photo,https://t.co/109aBgRrtn,DF - México,3,0,162,0,completed
1319,12078,130301,130301,Yes,Yes,Yes,Yes,Surgical,Surgical,Other,,Yes,5 or more,Yes,Yes,Shop,Shopping,Yes,0,2020-08-29T08:52:25.090369,,130301,,,,-0,MEX,Mexico,2020-08-20 02:17:01,1296269979088600000,1296269979088600000,es,http://pbs.twimg.com/media/Ef1GqhBUEAAYv4C.jpg,photo,https://t.co/QNUR1FLgpl,Tlajomulco de Zuñiga,3,0,162,0,completed
1320,12079,130303,130303,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:25.204153,,130303,,,,-0,MEX,Mexico,2020-08-20 02:16:43,1296269905843480000,1296269905843480000,es,http://pbs.twimg.com/tweet_video_thumb/Ef1GmdhU8AAwBGa.jpg,photo,https://t.co/AphLqmrde5,México,3,0,162,0,completed
1321,12080,130305,130305,Yes,Yes,Yes,Yes,Gasmask,Other,,,Yes,3,Yes,Yes,Street/Square,Working,Yes,0,2020-08-29T08:52:25.319026,,130305,,,,-0,MEX,Mexico,2020-08-20 02:16:11,1296269771298680000,1296269771298680000,es,http://pbs.twimg.com/media/Ef1GfOGVoAEBl3K.jpg,photo,https://t.co/xKygNL7OYR,Puebla - México,3,0,162,0,completed
1323,12082,130309,130309,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:25.581571,,130309,,,,-0,GBR,United Kingdom,2020-08-20 06:35:29,1296335027433870000,1296335027433870000,en,http://pbs.twimg.com/media/Ef2B1f5XoAAWxOl.jpg,photo,https://t.co/wo2jQUUeWf,Norfolk,3,0,162,0,completed
1324,12083,130311,130311,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,No,Yes,Other,Other,Yes,0,2020-08-29T08:52:25.705153,,130311,,,,-0,SGP,Singapore,2020-08-20 02:15:34,1296269615920590000,1296269615920590000,en,http://pbs.twimg.com/media/Ef1GWKHUwAApUs1.jpg,photo,https://t.co/4NBGUlWrl8,Singapore,3,0,162,0,completed
1325,12084,130313,130313,Yes,Yes,Yes,Yes,Cloth,Surgical,FP3,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:25.831807,,130313,,,,-0,USA,United States,2020-08-20 06:35:06,1296334927311540000,1296334927311540000,en,http://pbs.twimg.com/media/Ef2BvyVWAAATIGT.jpg,photo,https://t.co/DYbBCYH0OP,London - United Kingdom,3,0,162,0,completed
1326,12085,130315,130315,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Other,Other,Not answered,0,2020-08-29T08:52:25.964368,,130315,,,,-0,GBR,United Kingdom,2020-08-20 06:35:05,1296334923339510000,1296334923339510000,fr,http://pbs.twimg.com/media/Ef2Bvi_UcAEBGK9.jpg,photo,https://t.co/eWC2CVd8CU,Ile Maurice,3,0,162,0,completed
1327,12086,130317,130317,Yes,Yes,Yes,Yes,Surgical,Cloth,Surgical,,Yes,5 or more,No,Yes,Street/Square,Working,Yes,0,2020-08-29T08:52:26.086960,,130317,,,,-0,PHL,Philippines,2020-08-20 06:35:02,1296334913340210000,1296334913340210000,in,http://pbs.twimg.com/media/Ef2Bu9IUwAAQEYS.jpg,photo,https://t.co/MrwqPMKuNU,Jakarta,3,0,162,0,completed
1328,12087,130319,130319,Yes,Yes,Yes,Not answered,Surgical,Surgical,,,Yes,3,Yes,Yes,Park,Exercising,Yes,0,2020-08-29T08:52:26.202858,,130319,,,,-0,MEX,Mexico,2020-08-20 02:15:00,1296269471783330000,1296269471783330000,es,http://pbs.twimg.com/media/EfzsOxcWAAEQFIX.jpg,photo,https://t.co/76zeVkNY6L,Morelia - Michoacán de Ocampo,3,0,162,0,completed
1329,12088,130321,130321,Yes,Yes,Yes,Yes,Cloth,Cloth,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:52:26.317164,,130321,,,,-0,MEX,Mexico,2020-08-20 06:34:18,1296334725955700000,1296334725955700000,es,http://pbs.twimg.com/media/Ef2BkBGXoAU0D-h.jpg,photo,https://t.co/bfBvfQYbE2,Aguascalientes - México,3,0,162,0,completed
1330,12089,130323,130323,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:26.432366,,130323,,,,-0,USA,United States,2020-08-20 02:14:26,1296269331253400000,1296269331253400000,pt,http://pbs.twimg.com/media/Ef1GFcuWsAIBqQ9.jpg,photo,https://t.co/eRbAko6O13,SC - Brasil,3,0,162,0,completed
1331,12090,130325,130325,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,5 or more,No,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:26.564783,,130325,,,,-0,ARG,Argentina,2020-08-20 02:14:23,1296269317227660000,1296269317227660000,es,http://pbs.twimg.com/media/Ef1GEVbWoAYp4Te.jpg,photo,https://t.co/0fgKD5CiS7,Mar del Plata - Argentina,3,0,162,0,completed
1332,12091,130327,130327,Yes,Yes,Yes,Some of them,Surgical,Cloth,,,Yes,5 or more,No,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:26.681228,,130327,,,,-0,IDN,Indonesia,2020-08-20 02:14:11,1296269266103170000,1296269266103170000,in,http://pbs.twimg.com/media/Ef1GBHGVAAASy0m.jpg,photo,https://t.co/jPvphDKFpP,-0,3,0,162,0,completed
1333,12092,130329,130329,Yes,Yes,Yes,Cannot tell,Surgical,,,,Not answered,Not answered,Not answered,Yes,Other,Other,Maybe,0,2020-08-29T08:52:26.798561,,130329,,,,-0,PHL,Philippines,2020-08-20 02:12:40,1296268883523930000,1296268883523930000,es,http://pbs.twimg.com/media/Ef1FrdsXoAA9xTJ.jpg,photo,https://t.co/Gb6KtrENNG,-0,3,0,162,0,completed
1334,12093,130331,130331,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:26.914359,,130331,,,,-0,NOR,Norway,2020-08-20 02:12:34,1296268862216900000,1296268862216900000,es,http://pbs.twimg.com/media/Ef1FqQ5XYAIZWms.jpg,photo,https://t.co/eX6qCw5urc,-0,3,0,162,0,completed
1335,12094,130333,130333,Yes,Yes,Yes,No,,,,,Not answered,2,No,Not answered,Not answered,Other,Maybe,0,2020-08-29T08:52:27.042877,,130333,,,,-0,VEN,Venezuela - Bolivarian Republic of,2020-08-20 06:31:05,1296333918648430000,1296333918648430000,en,http://pbs.twimg.com/media/Ef2AzdtUYAE2mwn.jpg,photo,https://t.co/y3WsvZFdz3,National Capital Region - Repub,3,0,162,0,completed
1336,12095,130335,130335,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,5 or more,No,Yes,Hospital,Other,Yes,0,2020-08-29T08:52:27.159922,,130335,,,,-0,USA,United States,2020-08-20 02:11:47,1296268663087960000,1296268663087960000,en,http://pbs.twimg.com/media/Ef1FeUiVAAAH-bV.jpg,photo,https://t.co/Vm7xZb8YrZ,New Delhi,3,0,162,0,completed
1337,12096,130337,130337,Yes,Yes,Yes,Not answered,Cloth,Surgical,,,Not answered,5 or more,Not answered,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:27.280030,,130337,,,,-0,NLD,Netherlands,2020-08-20 06:30:29,1296333766974110000,1296333766974110000,en,http://pbs.twimg.com/media/Ef2AsQAX0AUHvOL.jpg,photo,https://t.co/b5xNjObR0A,The Hague - The Netherlands,3,0,162,0,completed
1338,12097,130339,130339,Yes,Yes,Yes,Some of them,Surgical,,,,Yes,4,No,Yes,Street/Square,Other,Yes,0,2020-08-29T08:52:27.394413,,130339,,,,-0,MEX,Mexico,2020-08-20 06:30:10,1296333687089520000,1296333687089520000,es,http://pbs.twimg.com/media/Ef2AnmYWkAAR0Do.jpg,photo,https://t.co/GMMSdocDFH,México,3,0,162,0,completed
1339,12098,130341,130341,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,5 or more,No,Yes,Other,Other,Yes,0,2020-08-29T08:52:27.539800,,130341,,,,-0,MMR,Myanmar,2020-08-20 02:11:18,1296268541579020000,1296268541579020000,en,http://pbs.twimg.com/media/Ef1FXbeUYAA86YM.jpg,photo,https://t.co/AkTz8braJ1,Myanmar,3,0,162,0,completed
1341,12100,130345,130345,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Not answered,Not answered,Not answered,Other,Yes,0,2020-08-29T08:52:27.776899,,130345,,,,-0,IDN,Indonesia,2020-08-20 06:30:05,1296333667275430000,1296333667275430000,in,http://pbs.twimg.com/media/Ef2AmcFUwAAUgG_.jpg,photo,https://t.co/HbyPYY3gQe,-0,3,0,162,0,completed
1342,12101,130347,130347,Yes,Yes,Yes,Not answered,Other,,,,Not answered,4,Not answered,Yes,Other,Other,Yes,0,2020-08-29T08:52:27.896250,,130347,,,,-0,QAT,Qatar,2020-08-20 06:30:04,1296333663886620000,1296333663886620000,en,http://pbs.twimg.com/media/Ef2AmNtXsAEO-I-.jpg,photo,https://t.co/LsSTtK1aEB,Doha - Qatar,3,0,162,0,completed
1343,12102,130349,130349,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:52:28.013886,,130349,,,,-0,USA,United States,2020-08-20 06:30:02,1296333652792610000,1296333652792610000,en,http://pbs.twimg.com/media/Ef2AljSXsAMmizd.jpg,photo,https://t.co/bSzAUrXeG3,England - United Kingdom,3,0,162,0,completed
